osm_type,osm_id,name,name_en,name_km,category,subtype,activities,lat,lon,province,city,address,website,phone,wikipedia,wikidata,description,opening_hours,fee,all_tags_json
node,13410284706,Tuol Trapeang Svay (Angkor Thom),,ទួលត្រពាំងស្វាយ,cultural,place_of_worship,,13.5012701,103.8696614,,"Trapeang Svay, Leang Dai, Angkor Thom, Siem Reap province","13.50121, 103.86971",,,,,There is a medium sized brick temple mound surrounded by a moat with an east entrance causeway and 200m to the east is a rectangular 200m x 100m man-made reservoir Trapeang Svay (Angkor Thom) and even further to the east is a smaller 150m x 100m reservoir,,,"{""addr:city"": ""Trapeang Svay, Leang Dai, Angkor Thom, Siem Reap province"", ""addr:street"": ""13.50121, 103.86971"", ""amenity"": ""place_of_worship"", ""description"": ""There is a medium sized brick temple mound surrounded by a moat with an east entrance causeway and 200m to the east is a rectangular 200m x 100m man-made reservoir Trapeang Svay (Angkor Thom) and even further to the east is a smaller 150m x 100m reservoir"", ""name"": ""Tuol Trapeang Svay (Angkor Thom)"", ""name:km"": ""ទួលត្រពាំងស្វាយ"", ""note"": ""Part of\tTuol Trapeang Svay (Angkor Thom)\nArt Style\tPre Rup\nMaterial\tBrick, Sandstone"", ""religion"": ""hindu"", ""start_date"": ""10th Century""}"
node,13410304572,Neak Ta Trapeang Thkov,,អ្នាកតាត្រពាំង​ថ្កូវ​,cultural,wayside_shrine,,13.5037318,103.8205545,,"Svay Chek, Svay Chek, Angkor Thom, Siem Reap province",,,,,,The site of a small Neak Ta shrine to the south of a man-made reservoir Trapeang Thkov. The shrine houses a sizeable carved sandstone slab in a dilapidated modern shelter. It is unknown whether this sandstone block originated here or within the vicinity o,,,"{""addr:city"": ""Svay Chek, Svay Chek, Angkor Thom, Siem Reap province"", ""description"": ""The site of a small Neak Ta shrine to the south of a man-made reservoir Trapeang Thkov. The shrine houses a sizeable carved sandstone slab in a dilapidated modern shelter. It is unknown whether this sandstone block originated here or within the vicinity o"", ""historic"": ""wayside_shrine"", ""name"": ""Neak Ta Trapeang Thkov"", ""name:km"": ""អ្នាកតាត្រពាំង​ថ្កូវ​"", ""note"": ""13.50372, 103.82059"", ""religion"": ""hindu""}"
node,13410311281,Neak Ta Trapeang Phnai,,អ្នកតាត្រពាំងព្ណៃ,cultural,wayside_shrine,,13.5129466,103.8801709,,"Leang Dai, Angkor Thom, Siem Reap province",,,,,,"A small neak ta shrine that we believe from memory sits in the southwest corner of Trapeang Phnai. The little shrine houses a few fragments of uncarved and carved sandstone. We are unsure as to where these stones originated from, but it may be likely that",,,"{""addr:city"": ""Leang Dai, Angkor Thom, Siem Reap province"", ""description"": ""A small neak ta shrine that we believe from memory sits in the southwest corner of Trapeang Phnai. The little shrine houses a few fragments of uncarved and carved sandstone. We are unsure as to where these stones originated from, but it may be likely that"", ""historic"": ""wayside_shrine"", ""name"": ""Neak Ta Trapeang Phnai"", ""name:km"": ""អ្នកតាត្រពាំងព្ណៃ"", ""note"": ""13.51289, 103.88022"", ""religion"": ""hindu""}"
node,13410319676,ប្រាសាទតាសោមក្លោងទ្វារខាងកើត,Eastern Gate of Ta Som;Prasat Ta Som Khloung Thvear Khang Kaeut,ប្រាសាទតាសោមក្លោងទ្វារខាងកើត,cultural,city_gate,,13.4645508,103.9143507,,"Leang Dai, Leang Dai, Angkor Thom, Siem Reap province","13.46462, 103.91430",,,,,"The east entrance gopura leading into Prasat Ta Som. The small famous and very popular gopura, is due to the fact that the tower is adorned with the iconic four faces, and of particular interest for the east entrance, is the spectacular ficus tree that ha",,,"{""addr:city"": ""Leang Dai, Leang Dai, Angkor Thom, Siem Reap province"", ""addr:street"": ""13.46462, 103.91430"", ""alt_name"": ""Prasat Ta Som East Entrance Gopura"", ""description"": ""The east entrance gopura leading into Prasat Ta Som. The small famous and very popular gopura, is due to the fact that the tower is adorned with the iconic four faces, and of particular interest for the east entrance, is the spectacular ficus tree that ha"", ""historic"": ""city_gate"", ""name"": ""ប្រាសាទតាសោមក្លោងទ្វារខាងកើត"", ""name:en"": ""Eastern Gate of Ta Som;Prasat Ta Som Khloung Thvear Khang Kaeut"", ""name:km"": ""ប្រាសាទតាសោមក្លោងទ្វារខាងកើត"", ""note"": ""Part of\tPrasat Ta Som, Angkor\nBuilder\tJayavarman VII\nArt Style\tBayon\nMaterial\tLaterite, Sandstone"", ""start_date"": ""Late 12th Century to 13th Century""}"
node,13410329366,ប្រាសាទតាសោមក្លោងទ្វារខាងលិច,West Gate of Ta Som;Prasat Ta Som Khloung Thvear Khang Lech,ប្រាសាទតាសោមក្លោងទ្វារខាងលិច,cultural,city_gate,,13.4645145,103.9120989,,"Leang Dai, Leang Dai, Angkor Thom, Siem Reap province","13.46457, 103.91205",,,,,The west entrance gopura leading into Prasat Ta Som. The tower is adorned with the iconic four faces and is in an amazing state of preservation.,,,"{""addr:city"": ""Leang Dai, Leang Dai, Angkor Thom, Siem Reap province"", ""addr:street"": ""13.46457, 103.91205"", ""alt_name"": ""Prasat Ta Som West Entrance Gopura"", ""description"": ""The west entrance gopura leading into Prasat Ta Som. The tower is adorned with the iconic four faces and is in an amazing state of preservation."", ""historic"": ""city_gate"", ""name"": ""ប្រាសាទតាសោមក្លោងទ្វារខាងលិច"", ""name:en"": ""West Gate of Ta Som;Prasat Ta Som Khloung Thvear Khang Lech"", ""name:km"": ""ប្រាសាទតាសោមក្លោងទ្វារខាងលិច"", ""note"": ""Part of\tPrasat Ta Som, Angkor\nBuilder\tJayavarman VII\nArt Style\tBayon\nMaterial\tLaterite, Sandstone"", ""start_date"": ""Late 12th Century to 13th Century""}"
node,13410336325,Tuol Wat Chas (Angkor Thom),,ទួលវត្តចាស់,cultural,place_of_worship,,13.558071,103.8760467,,"Peak Snaeng, Angkor Thom, Siem Reap province","13.55801, 103.87598",,,,,"A moated temple site that is densely forested and to the east is a rectangular man-made reservoir called Trapeang Toek Kiev Peak Snaeng. Speaking with locals by the side of the main road, we were advised that this temple site is called 'Tuol Wat Chas' and",,,"{""addr:city"": ""Peak Snaeng, Angkor Thom, Siem Reap province"", ""addr:street"": ""13.55801, 103.87598"", ""amenity"": ""place_of_worship"", ""description"": ""A moated temple site that is densely forested and to the east is a rectangular man-made reservoir called Trapeang Toek Kiev Peak Snaeng. Speaking with locals by the side of the main road, we were advised that this temple site is called 'Tuol Wat Chas' and"", ""name"": ""Tuol Wat Chas (Angkor Thom)"", ""name:km"": ""ទួលវត្តចាស់"", ""note"": ""Part of\tTuol Wat Chas (Angkor Thom"", ""religion"": ""hindu""}"
node,13410395583,Prasat Wat Prasat (Siem Reap),,,cultural,place_of_worship,,13.6214718,103.8076164,,"Chop Ta Trav, Angkor Thom, Siem Reap province","13.62135, 103.80772",,,,,A modern temple now sits on top of a former brick foundation. The only remains are a pile of carved sandstones that sits outside the main vihara and a lintel also sits inside the vihara. The former site is surrounded by a moat and may also be known as Ara,,,"{""addr:city"": ""Chop Ta Trav, Angkor Thom, Siem Reap province"", ""addr:street"": ""13.62135, 103.80772"", ""alt_name"": ""Arak Thalo, Vat Prasat Saen Samran"", ""amenity"": ""place_of_worship"", ""description"": ""A modern temple now sits on top of a former brick foundation. The only remains are a pile of carved sandstones that sits outside the main vihara and a lintel also sits inside the vihara. The former site is surrounded by a moat and may also be known as Ara"", ""name"": ""Prasat Wat Prasat (Siem Reap)"", ""note"": ""Art Style\tPre Rup\nMaterial\tBrick, Sandstone"", ""religion"": ""hindu"", ""start_date"": ""10th Century""}"
node,13410401172,Tuol (Svay Chek),,ទួល,cultural,place_of_worship,,13.5053372,103.8234745,,"Svay Chek, Svay Chek, Angkor Thom, Siem Reap province","13.50528, 103.82355",,,,,"A tiny mound with evidence of fragmented bricks and sandstone pedestal surrounded by a moat. The supplied location looks like it is in thick bush, GPS coordinates need to be verified.",,,"{""addr:city"": ""Svay Chek, Svay Chek, Angkor Thom, Siem Reap province"", ""addr:street"": ""13.50528, 103.82355"", ""amenity"": ""place_of_worship"", ""description"": ""A tiny mound with evidence of fragmented bricks and sandstone pedestal surrounded by a moat. The supplied location looks like it is in thick bush, GPS coordinates need to be verified."", ""name"": ""Tuol (Svay Chek)"", ""name:km"": ""ទួល"", ""note"": ""Material\tBrick\nVerification\tGPS"", ""religion"": ""hindu""}"
node,13410414952,Tuol Yeay Nak,,ទួលយាយណក,cultural,place_of_worship,,13.6539518,103.8828538,,"Leap, Peak Snaeng, Angkor Thom, Siem Reap province","13.65393, 103.88294",,,,,"The site of a brick foundation that lies inside a moat with an east entrance, a number of sculptures were originally found on site, nothing much no remains onsite besides the odd sandstone pedestal.",,,"{""addr:city"": ""Leap, Peak Snaeng, Angkor Thom, Siem Reap province"", ""addr:street"": ""13.65393, 103.88294"", ""alt_name"": ""Kroes Kamnap, Kroes Konap"", ""amenity"": ""place_of_worship"", ""description"": ""The site of a brick foundation that lies inside a moat with an east entrance, a number of sculptures were originally found on site, nothing much no remains onsite besides the odd sandstone pedestal."", ""name"": ""Tuol Yeay Nak"", ""name:km"": ""ទួលយាយណក"", ""note"": ""Material\tBrick, Sandstone"", ""religion"": ""hindu""}"
node,13411248099,Angkor Thom Depository,,ដេប៉ូអង្គរធំ,cultural,ruins,,13.4414795,103.8551549,,"Nokor Thom, Krong, Siem Reap, Siem Reap province",,,,,,An open-air storage area for assorted sandstone blocks - some carved others not - situated between Bayon and Baphuon amid the trees to the west side of the road. Many probably originate from Prasat Baphuon while others have been collected from various spo,,,"{""addr:city"": ""Nokor Thom, Krong, Siem Reap, Siem Reap province"", ""description"": ""An open-air storage area for assorted sandstone blocks - some carved others not - situated between Bayon and Baphuon amid the trees to the west side of the road. Many probably originate from Prasat Baphuon while others have been collected from various spo"", ""historic"": ""ruins"", ""name"": ""Angkor Thom Depository"", ""name:km"": ""ដេប៉ូអង្គរធំ"", ""note"": ""13.44149, 103.85515\nPart of\tAngkor Thom, Angkor\nMaterial\tSandstone""}"
node,13411310569,Khloung Thvear Khmaoch,"Angkor Thom - East Gate, Gate of the Dead",អង្គរធំខ្លោងទ្វារខ្មោច,cultural,city_gate,,13.4414873,103.8731374,,"Nokor Thom, Krong, Siem Reap, Siem Reap province",,,,,,"Represents the East gate of Angkor Thom City and also goes under the unfortunate name of Gate of Death, or Gate of the Dead. The gopura is aligned with Bayon, rather than the Royal Palace and, in contrast to Angkor Thom Khloung Thvear Chey, the Victory Ga",,,"{""addr:city"": ""Nokor Thom, Krong, Siem Reap, Siem Reap province"", ""alt_name"": ""Angkor Thom Kloung Thvear Khmoch, Gate of Death, Khloung Thvear Khang Kaeut"", ""description"": ""Represents the East gate of Angkor Thom City and also goes under the unfortunate name of Gate of Death, or Gate of the Dead. The gopura is aligned with Bayon, rather than the Royal Palace and, in contrast to Angkor Thom Khloung Thvear Chey, the Victory Ga"", ""historic"": ""city_gate"", ""historic:civilization"": ""angkor_period"", ""name"": ""Khloung Thvear Khmaoch"", ""name:en"": ""Angkor Thom - East Gate, Gate of the Dead"", ""name:km"": ""អង្គរធំខ្លោងទ្វារខ្មោច"", ""note"": ""13.44142, 103.87322\nPart of\tYasodharapura III, Angkor Thom, Angkor\nBuilder\tJayavarman VII\nArt Style\tBayon\nMaterial\tSandstone\nReligion\tBuddhism\nDeity\tBuddha, Lokeshvara"", ""start_date"": ""Late 12th Century""}"
node,13411326534,Khloung Thvear Chey,Angkor Thom Victory Gate,អង្គរធំខ្លោងទ្វារជ័យ,cultural,city_gate,,13.4460729,103.8730763,,"Nokor Thom, Krong, Siem Reap, Siem Reap province",,,,,,"Is the 5th gate of Angkor Thom and is aligned with the Royal Palace and Elephant Terrace rather than any of the cardinal points. It is also known as the Victory Gate as it is presumed that returning, successful armies would march through this entrance for",,,"{""addr:city"": ""Nokor Thom, Krong, Siem Reap, Siem Reap province"", ""alt_name"": ""Khloung Thvear Chey Chom Nas"", ""description"": ""Is the 5th gate of Angkor Thom and is aligned with the Royal Palace and Elephant Terrace rather than any of the cardinal points. It is also known as the Victory Gate as it is presumed that returning, successful armies would march through this entrance for"", ""historic"": ""city_gate"", ""historic:civilization"": ""angkor_period"", ""name"": ""Khloung Thvear Chey"", ""name:en"": ""Angkor Thom Victory Gate"", ""name:km"": ""អង្គរធំខ្លោងទ្វារជ័យ"", ""note"": ""13.44610, 103.87300\nPart of\tYasodharapura III, Angkor Thom, Angkor\nBuilder\tJayavarman VII\nArt Style\tBayon\nMaterial\tSandstone\nReligion\tBuddhism\nDeity\tBuddha, Lokeshvara"", ""start_date"": ""Late 12th Century""}"
node,13411373913,ប្រាសាទ​ជ្រុង​ភាគឥសាន្ត,Angkor Thom Laterite Edicule N,ប្រាសាទ​ជ្រុង​ភាគឥសាន្ត,cultural,ruins,,13.4529101,103.8724042,,"Nokor Thom, Krong, Siem Reap, Siem Reap province",,,,,,"The remains of two laterite ruins hidden in dense bush in Angkor Thom. The site sits approximately 300m south of the northern wall and 150m west of the eastern wall, in the vicinity of Prasat Chrung Piek Aisan. Whether the site is actually a Buddhist terr",,,"{""addr:city"": ""Nokor Thom, Krong, Siem Reap, Siem Reap province"", ""description"": ""The remains of two laterite ruins hidden in dense bush in Angkor Thom. The site sits approximately 300m south of the northern wall and 150m west of the eastern wall, in the vicinity of Prasat Chrung Piek Aisan. Whether the site is actually a Buddhist terr"", ""historic"": ""ruins"", ""historic:civilization"": ""angkor_period"", ""name"": ""ប្រាសាទ​ជ្រុង​ភាគឥសាន្ត"", ""name:en"": ""Angkor Thom Laterite Edicule N"", ""name:km"": ""ប្រាសាទ​ជ្រុង​ភាគឥសាន្ត"", ""note"": ""Verification\tGPS\n13.45286, 103.87236\nPart of\tYasodharapura III, Angkor Thom, Angkor\nMaterial\tLaterite"", ""ruins"": ""temple""}"
node,13411485644,Kroes Andos,,គ្រឹះអណ្តោះ,cultural,place_of_worship,,13.4578931,103.8282054,,"Kok Beng, Kok Chak, Krong Siem Reap, Siem Reap province","13.45792, 103.82818",https://beyondangkor.org/index.php/Kroes_Andos,,,,"Small, albeit pronounced, square, earth mound situated immediately south of the southern embankment of Trapeang Bon La. Satellite images reveal traces of a moat although on the ground this merges into the surrounding paddy-fields. The mound is partially c",,,"{""addr:city"": ""Kok Beng, Kok Chak, Krong Siem Reap, Siem Reap province"", ""addr:street"": ""13.45792, 103.82818"", ""alt_name"": ""Kroes Andas"", ""amenity"": ""place_of_worship"", ""description"": ""Small, albeit pronounced, square, earth mound situated immediately south of the southern embankment of Trapeang Bon La. Satellite images reveal traces of a moat although on the ground this merges into the surrounding paddy-fields. The mound is partially c"", ""name"": ""Kroes Andos"", ""name:km"": ""គ្រឹះអណ្តោះ"", ""note"": ""Part of\tYasodharapura II, Yasodharapura III, Angkor\nMaterial\tBrick"", ""religion"": ""hindu"", ""website"": ""https://beyondangkor.org/index.php/Kroes_Andos""}"
node,13411486739,Angkor Thom Terrace C1710236,,ព្រះលានអង្គរធំ,cultural,place_of_worship,,13.4419683,103.8607355,,"Nokor Thom, Krong, Siem Reap, Siem Reap province","13.44199, 103.86045",,,,,"Not a terrace as such, despite its name, site 7670 is a small ruin, revealing laterite blocks emerging from an earthen mound (tuol). Location is beside the road, opposite Prasat Bayon to the east and slightly north of the east-west causeway. 
Stairs can b",,,"{""addr:city"": ""Nokor Thom, Krong, Siem Reap, Siem Reap province"", ""addr:street"": ""13.44199, 103.86045"", ""alt_name"": ""Tuol Borann"", ""amenity"": ""place_of_worship"", ""description"": ""Not a terrace as such, despite its name, site 7670 is a small ruin, revealing laterite blocks emerging from an earthen mound (tuol). Location is beside the road, opposite Prasat Bayon to the east and slightly north of the east-west causeway. \nStairs can b"", ""name"": ""Angkor Thom Terrace C1710236"", ""name:km"": ""ព្រះលានអង្គរធំ"", ""note"": ""Part of\tYasodharapura III, Angkor Thom, Angkor\nMaterial\tLaterite"", ""religion"": ""hindu""}"
node,13411496524,Kok Ampil (Krabei Riel),,គោកអំពិល,cultural,place_of_worship,,13.3828502,103.7648758,,"Prei Krouch, Krabei Riel, Krong Siem Reap, Siem Reap province","13.38288, 103.76485",,,,,Foundations of a brick temple with evidence of fragments of laterite and sandstone pedestals surrounded by a moat with an east entrance causeway and a small man-made reservoir to the east by the name of Trapeang Chhak located about 25m to the east.,,,"{""addr:city"": ""Prei Krouch, Krabei Riel, Krong Siem Reap, Siem Reap province"", ""addr:street"": ""13.38288, 103.76485"", ""alt_name"": ""Trapeang Chhak"", ""amenity"": ""place_of_worship"", ""description"": ""Foundations of a brick temple with evidence of fragments of laterite and sandstone pedestals surrounded by a moat with an east entrance causeway and a small man-made reservoir to the east by the name of Trapeang Chhak located about 25m to the east."", ""name"": ""Kok Ampil (Krabei Riel)"", ""name:km"": ""គោកអំពិល"", ""note"": ""Part of\tYasodharapura II, Yasodharapura III, Angkor\nMaterial\tBrick, Laterite, SandstoneF""}"
node,13413193332,Neak Ta Banteay Chheu,,អ្នកតាបន្ទាយឈើ,cultural,wayside_shrine,,13.4194954,103.7969961,,"Banteay Chheu, Toek Vil, Krong Siem Reap, Siem Reap province",,,,,,The site of a small neak ta shrine that houses two laterite blocks.,,,"{""addr:city"": ""Banteay Chheu, Toek Vil, Krong Siem Reap, Siem Reap province"", ""description"": ""The site of a small neak ta shrine that houses two laterite blocks."", ""historic"": ""wayside_shrine"", ""name"": ""Neak Ta Banteay Chheu"", ""name:km"": ""អ្នកតាបន្ទាយឈើ"", ""note"": ""13.41959, 103.79701\nMaterial\tLaterite"", ""religion"": ""hindu""}"
node,13414349044,ប្រាសាទបាយក្អែក,Prasat Bay Ka-aek,ប្រាសាទបាយក្អែក,cultural,place_of_worship,,13.4117338,103.856729,,"Khvien, Kok Chak, Krong Siem Reap, Siem Reap province","13.41173, 103.85687",,,,,"A small ruin with a range of laterite and sandstone blocks scattered around the site along with a rectangular sandstone pedestal. As of 2021, the APSARA team has restored the little ancient temple that is located west of Prasat Angkor Wat, mostly using th",,,"{""addr:city"": ""Khvien, Kok Chak, Krong Siem Reap, Siem Reap province"", ""addr:street"": ""13.41173, 103.85687"", ""alt_name"": ""Prasat Bay Ka-ek, Prasat Bay Kaek"", ""amenity"": ""place_of_worship"", ""description"": ""A small ruin with a range of laterite and sandstone blocks scattered around the site along with a rectangular sandstone pedestal. As of 2021, the APSARA team has restored the little ancient temple that is located west of Prasat Angkor Wat, mostly using th"", ""name"": ""ប្រាសាទបាយក្អែក"", ""name:en"": ""Prasat Bay Ka-aek"", ""name:km"": ""ប្រាសាទបាយក្អែក"", ""note"": ""Part of\tYasodharapura II, Yasodharapura III, Angkor\nMaterial\tSandstone, Laterite\nReligion\tHinduism\nDeity\tShiva"", ""religion"": ""hindu"", ""start_date"": ""12th Century""}"
node,13414361700,Tuol Boeng Kray,,ទួលបឹងក្រាយ,cultural,place_of_worship,,13.3897082,103.7905432,,"Toek Vil, Krong Siem Reap, Siem Reap province","13.38997, 103.79052",https://beyondangkor.org/index.php/Tuol_Boeng_Kray,,,,"A small mound surrounded by a moat with an east entrance causeway, a sandstone pedestal was originally discovered here. There don't appear to be any historic stones on the surface. Located 100m to the northeast is a small rectangular 170m x 65m man-made r",,,"{""addr:city"": ""Toek Vil, Krong Siem Reap, Siem Reap province"", ""addr:street"": ""13.38997, 103.79052"", ""alt_name"": ""Nbeng Trai"", ""amenity"": ""place_of_worship"", ""description"": ""A small mound surrounded by a moat with an east entrance causeway, a sandstone pedestal was originally discovered here. There don't appear to be any historic stones on the surface. Located 100m to the northeast is a small rectangular 170m x 65m man-made r"", ""name"": ""Tuol Boeng Kray"", ""name:km"": ""ទួលបឹងក្រាយ"", ""note"": ""Part of\tTuol Boeng Kray, Yasodharapura II, \n                 Yasodharapura III, Angkor\nMaterial\tLaterite"", ""religion"": ""hindu"", ""website"": ""https://beyondangkor.org/index.php/Tuol_Boeng_Kray""}"
node,13414369213,Sthani Lor Borann Bangkaong,,ស្ថានីយ៍ឡបុរាណបង្កោង,cultural,wayside_shrine,,13.3799616,103.9845537,,"Bangkaong, Ampil, Krong Siem Reap, Siem Reap province",,,,,,This pair of adjacent mounds represents an ancient kiln and brick fabrication site considered to date back to the Angkor period. Numerous brick fragments and potsherds litter the partially cleared western site in particular and the two mounds are said to,,,"{""addr:city"": ""Bangkaong, Ampil, Krong Siem Reap, Siem Reap province"", ""description"": ""This pair of adjacent mounds represents an ancient kiln and brick fabrication site considered to date back to the Angkor period. Numerous brick fragments and potsherds litter the partially cleared western site in particular and the two mounds are said to"", ""historic"": ""wayside_shrine"", ""name"": ""Sthani Lor Borann Bangkaong"", ""name:km"": ""ស្ថានីយ៍ឡបុរាណបង្កោង"", ""note"": ""13.37996, 103.98452\nArt Style\tPreah Ko, Bakheng, Pre Rup"", ""religion"": ""hindu"", ""start_date"": ""9th-10th Century""}"
node,13414387410,Tuol Bakong,,ទួលបាគង,cultural,place_of_worship,,13.3784122,103.9491368,,"Ampil, Krong Siem Reap, Siem Reap province","13.37842, 103.94916",,,,,"ow, albeit broad, mound site measuring some 80-100m square, surrounded by a partial moat to the north and east and showing an alignment of 80 degrees. 
The site has been cleared except for sugar palms and partially flattened, (possibly by farmers creating",,,"{""addr:city"": ""Ampil, Krong Siem Reap, Siem Reap province"", ""addr:street"": ""13.37842, 103.94916"", ""amenity"": ""place_of_worship"", ""description"": ""ow, albeit broad, mound site measuring some 80-100m square, surrounded by a partial moat to the north and east and showing an alignment of 80 degrees. \nThe site has been cleared except for sugar palms and partially flattened, (possibly by farmers creating"", ""name"": ""Tuol Bakong"", ""name:km"": ""ទួលបាគង"", ""note"": ""Material\tLaterite"", ""religion"": ""hindu""}"
node,13421746424,Prasat Kok Ballangk (Chreav),,ប្រាសាទគោកបល្ល័ង្គ,cultural,place_of_worship,,13.3314302,103.8610349,,"Kralanh, Chreav, Krong Siem Reap, Siem Reap province","13.33150, 103.86095",,,,,"The remains of a small ruin within a moated enclosure. The site has a fragment of a carved sandstone lion still in situ, along with evidence of a brick remains and a variety of scattered sandstone and laterite blocks. To the east of the moated site lays a",,,"{""addr:city"": ""Kralanh, Chreav, Krong Siem Reap, Siem Reap province"", ""addr:street"": ""13.33150, 103.86095"", ""alt_name"": ""Kok Balang, Kok Balangk, Kok Prasat Balang, Boeng Chi Meak"", ""amenity"": ""place_of_worship"", ""description"": ""The remains of a small ruin within a moated enclosure. The site has a fragment of a carved sandstone lion still in situ, along with evidence of a brick remains and a variety of scattered sandstone and laterite blocks. To the east of the moated site lays a"", ""name"": ""Prasat Kok Ballangk (Chreav)"", ""name:km"": ""ប្រាសាទគោកបល្ល័ង្គ"", ""note"": ""Part of\tPrasat Kok Ballangk (Chreav)\nMaterial\tLaterite, Brick, Sandstone"", ""religion"": ""hindu""}"
node,13423763165,Kok Chroeng,,គោកជ្រឹង,cultural,place_of_worship,,13.3226711,103.858938,,"Spean Chreav, Siem Reap, Krong Siem Reap, Siem Reap province","13.32266, 103.85896",,,,,"The remains of two brick foundations where inscription K0260 was discovered. Onsite there are fragments of brick and sandstone pieces, and is surrounded by a moat with an east causeway entrance.",,,"{""addr:city"": ""Spean Chreav, Siem Reap, Krong Siem Reap, Siem Reap province"", ""addr:street"": ""13.32266, 103.85896"", ""alt_name"": ""Kok Kroes, Kok Krus, Kuk Krus, Kuk Kroes, Prasat Beng, Kok O Chrung, Prasat Kok Kroes"", ""amenity"": ""place_of_worship"", ""description"": ""The remains of two brick foundations where inscription K0260 was discovered. Onsite there are fragments of brick and sandstone pieces, and is surrounded by a moat with an east causeway entrance."", ""name"": ""Kok Chroeng"", ""name:km"": ""គោកជ្រឹង"", ""note"": ""Material\tBrick, Sandstone"", ""religion"": ""hindu""}"
node,13423785303,Prasat Chedei (Siem Reap),,ប្រាសាទចេតិយ៍,cultural,place_of_worship,,13.3267935,103.7979305,,"Veal, Sambour, Krong Siem Reap, Siem Reap province","13.32680, 103.79793",,,,,An ancient Prasat tower that has been completely stuccoed over still stands within a modern temple compound. The original carved lintel in immaculate condition along with the two standing adjacent colonettes still sit in situ at the entrance to the tower.,,,"{""addr:city"": ""Veal, Sambour, Krong Siem Reap, Siem Reap province"", ""addr:street"": ""13.32680, 103.79793"", ""alt_name"": ""Wat Chedei, Wat Prasat Chedei, Prasat Cholamoni Chedei"", ""amenity"": ""place_of_worship"", ""description"": ""An ancient Prasat tower that has been completely stuccoed over still stands within a modern temple compound. The original carved lintel in immaculate condition along with the two standing adjacent colonettes still sit in situ at the entrance to the tower."", ""name"": ""Prasat Chedei (Siem Reap)"", ""name:km"": ""ប្រាសាទចេតិយ៍"", ""note"": ""Part of\tPrasat Chedei (Siem Reap)\nBuilder\tIndravarman I, Yasovarman I\nArt Style\tPreah Ko, Bakheng, Post Angkor\nMaterial\tBrick, Sandstone\nReligion\tHinduism"", ""religion"": ""hindu"", ""start_date"": ""9th-10th Century""}"
node,13424379733,Tuol Chan Pongro,,ទួលច័ន្ទពង្រ,cultural,place_of_worship,,13.4557513,103.8115748,,"Kok Chak, Krong Siem Reap, Siem Reap province","13.45574, 103.81157",https://beyondangkor.org/index.php/Tuol_Chan_Pongro,,,,"Distinctive, square-shaped, raised area surrounded by possible traces of a moat and showing an east-west alignment. The site was covered in dense vegetation during a 2023 visit and we were unable to access the central area of the mound consequently, while",,,"{""addr:city"": ""Kok Chak, Krong Siem Reap, Siem Reap province"", ""addr:street"": ""13.45574, 103.81157"", ""amenity"": ""place_of_worship"", ""description"": ""Distinctive, square-shaped, raised area surrounded by possible traces of a moat and showing an east-west alignment. The site was covered in dense vegetation during a 2023 visit and we were unable to access the central area of the mound consequently, while"", ""name"": ""Tuol Chan Pongro"", ""name:km"": ""ទួលច័ន្ទពង្រ"", ""religion"": ""hindu"", ""website"": ""https://beyondangkor.org/index.php/Tuol_Chan_Pongro""}"
node,13424383248,Kok Daun Kom,,គោកដូនគោម,cultural,place_of_worship,,13.3762923,103.7815611,,"Ta Ros, Krabei Riel, Krong Siem Reap, Siem Reap province","13.37632, 103.78162",,,,,"The remains of a small mound where a sandstone pedestal was discovered. The site is surrounded by a moat with an east entrance causeway, but not much remains in situ till this day. Possible excavations may reveal what lays underneath.",,,"{""addr:city"": ""Ta Ros, Krabei Riel, Krong Siem Reap, Siem Reap province"", ""addr:street"": ""13.37632, 103.78162"", ""alt_name"": ""Kok Don Kom"", ""amenity"": ""place_of_worship"", ""description"": ""The remains of a small mound where a sandstone pedestal was discovered. The site is surrounded by a moat with an east entrance causeway, but not much remains in situ till this day. Possible excavations may reveal what lays underneath."", ""name"": ""Kok Daun Kom"", ""name:km"": ""គោកដូនគោម"", ""religion"": ""hindu""}"
node,13424396311,Wat Chanlaong,,ត្តចន្លោង,cultural,place_of_worship,,13.3664679,103.8012293,,"Chanlaong, Krabei Riel, Krong Siem Reap, Siem Reap province","13.36652, 103.80126",,,,,"The site of a modern temple, where a small neak ta shrine can be found at the east entrance to the temple compound, which has a large rectangular sandstone block used as a stepping stone. It is unsure as to whether there are any other remains at the templ",,,"{""addr:city"": ""Chanlaong, Krabei Riel, Krong Siem Reap, Siem Reap province"", ""addr:street"": ""13.36652, 103.80126"", ""amenity"": ""place_of_worship"", ""description"": ""The site of a modern temple, where a small neak ta shrine can be found at the east entrance to the temple compound, which has a large rectangular sandstone block used as a stepping stone. It is unsure as to whether there are any other remains at the templ"", ""name"": ""Wat Chanlaong"", ""name:km"": ""ត្តចន្លោង"", ""religion"": ""buddhist""}"
